time,mc energy,min energy
1,500,9.996601472000025
51,500,9.824673988001276
101,500,9.654320676002511
151,500,9.484852088003743
201,500,9.314763868004983
251,500,9.144835648006223
301,500,8.974922336007461
351,500,8.802023584008719
401,500,8.63005610000997
451,500,8.458733340011216
501,500,8.28908984401245
551,500,8.115643096013715
601,500,7.943660704014263
651,500,7.771566676013365
701,500,7.599592648012468
751,500,7.429289520011579
801,500,7.258379848010687
851,500,7.086684000009791
901,500,6.916284144008902
951,500,6.746044288008013
1001,500,6.574300076007117
1051,500,6.400884964006212
1101,500,6.229164024005316
1151,500,6.061749608004442
1201,500,5.8937853760035654
1251,500,5.724350244002681
1301,500,5.552909304001787
1351,500,5.382502904000898
1401,500,5.215326668000025
1451,500,5.041258467999117
1501,500,4.868026627998213
1551,500,4.695414419997312
1601,500,4.519666955996395
1651,500,4.348504195995502
1701,500,4.174250903994592
1751,500,4.005905219993713
1801,499.52000000000044,3.836246815993836
1851,499.0200000000009,3.6638895159939984
1901,496.4991084984923,3.606287447099627
1951,491.53688862641906,3.728534002863449
2001,486.70579639558883,3.8514420106272693
2051,482.00541153854584,3.9757827383910884
2101,477.39216558187155,4.098420930154077
2151,472.97211207116163,4.219546401916826
2201,468.592657699499,4.346171117679604
2251,464.27036721450236,4.470750025442371
2301,460.01454542363655,4.450298088825662
2351,455.86189973040666,4.374623006162102
2401,451.7948991719586,4.301307159498542
2451,447.736978915866,4.224488204834982
2501,443.82575593462207,4.146668362171422
2551,440.01801475407217,4.072065659507862
2601,436.23074948804066,3.9960331168443006
2651,432.5028499297622,3.9186422261807183
2701,428.80896425587645,3.841537303517136
2751,425.12472951574716,3.7609292728535535
2801,421.51928485835424,3.682037050189971
2851,417.98493651368864,3.605718539526389
2901,414.4638498868659,3.532974628862807
2951,410.9479575842222,3.4562986581992248
3001,407.43382159100634,3.3779068795356424
3051,403.93545651657223,3.29958659287206
3101,400.4491989119478,3.224912398208478
3151,397.0811594818325,3.150023727544896
3201,393.76482993009927,3.075278040881314
3251,390.4726354720517,3.000818322217732
3301,389.3149614598783,2.881306383498463
3351,385.10746132337687,3.0166495236440616
3401,380.8918402727928,3.170412301671295
3451,377.77520076193224,3.2433165322508994
3501,374.20535757208927,3.331760125041467
3551,370.2778549354274,3.457332642797943
3601,366.37395394535423,3.586336776554419
3651,362.4959229471963,3.712910182310895
3701,358.6808548717901,3.838697176067371
3751,354.8830924154501,3.9679872778238474
3801,351.23689690168504,4.085474177590063
3851,351.0668969016852,3.955501721590051
3901,348.43311351753033,3.961586278290489
3951,344.45333379097065,4.092020252046965
4001,340.54742830853667,4.219523053803441
4051,336.7328363079215,4.344523635559917
4101,332.9402496896569,4.4730273253163935
4151,329.1535713042309,4.60238891907287
4201,325.37884443258616,4.715606270820418
4251,321.60859566191743,4.680664534283011
4301,317.84336762670677,4.644399837745592
4351,314.0799393882052,4.6111810612082
4401,310.33884541007495,4.5766885246707965
4451,306.5907831551873,4.541632948133389
4501,302.85169208592913,4.505965131595975
4551,299.11104294661965,4.468774355058548
4601,295.41814679556455,4.43495869852115
4651,291.76101218693395,4.399435441983739
4701,288.08249068439807,4.36657970544635
4751,284.417688990451,4.333120928908956
4801,280.7470389558944,4.298219192371549
4851,277.08876300388505,4.262256015834133
4901,273.4192327166719,4.226763559296721
4951,269.73857426802437,4.191271102759309
5001,266.0726671221872,4.1571262462219085
5051,262.40596989401126,4.124230509684519
5101,258.8222963697522,4.089356453147113
5151,255.2727646212922,4.051608796609681
5201,252.59588087635217,4.006803905641089
5251,251.66478697746018,3.960716302687527
5301,247.90093362152405,4.243700513149606
5351,246.07256783149876,4.3567119691986775
5401,246.07256783149876,4.272786769197927
5451,246.07256783149876,4.191252129197197
5501,246.07256783149876,4.108939089196461
5551,246.07256783149876,4.02498004919571
5601,244.1466269775397,4.002827748557909
5651,241.83848095841333,4.066318934313472
5701,240.08277482398833,4.152166488725551
5751,240.08277482398833,4.067764408724796
5801,239.9927748239884,3.9842822487242384
5851,237.6897385581234,3.998150434659606
5901,233.98512354709217,3.9706318893848493
5951,230.70535023200665,3.902434019709603
6001,227.6290707285474,3.8336755809813705
6051,226.57642858954517,3.809011520171178
6101,222.26206049317562,4.273563696085064
6151,218.17032424334644,4.664016811508309
6201,214.20631195651305,4.61802034975459
6251,210.26114917042685,4.573433008000884
6301,206.32773712817797,4.5294179062471835
6351,202.40642573143916,4.485012084493479
6401,198.48996873535452,4.442015382739787
6451,194.5752392346501,4.39736652098608
6501,190.67886252088942,4.351625419232364
6551,186.81920990672614,4.307548797478662
6601,182.96569432565263,4.26339217572496
6651,180.65212867233868,4.202561434672432
6701,180.65212867233868,4.117990154671674
6751,180.65212867233868,4.032022074670905
6801,180.35212867233895,3.949296794670775
6851,177.18847042260595,4.124096933994458
6901,173.90919774043664,3.9893200732497593
6951,170.83106047471028,3.8550318821647145
7001,167.7902706823947,3.7191276990796713
7051,164.77737764386367,3.579220263994632
7101,161.78002453647795,3.4459749769095858
7151,158.85440548394544,3.310748973824541
7201,155.93999694988364,3.1737469787394983
7251,153.01328253343922,3.035248991654457
7301,150.11487860609373,2.8981371805694134
7351,147.2281670679118,2.7647169854843674
7401,144.32988296508668,2.6243648263993276
7451,141.43869081826085,2.491302811314281
7501,138.54642952481151,2.3560051722292363
7551,135.6757131943641,2.2214388011441915
7601,132.80071743000178,2.083872082059149
7651,130.8419224266906,1.9305769108664914
7701,128.5165150896649,1.7819565397937729
7751,126.69785980867361,1.6283787343166645
7801,124.30551818077026,1.4762904561823056
7851,121.39744431093735,1.3399499130972703
7901,119.90417866928334,1.184626855321652
7951,117.55397545532841,1.1361507361266865
8001,114.08282300815223,1.216246227603605
8051,111.53250415976233,1.2031410831806406
8101,107.62871846458172,1.2859936491909472
8151,103.74351035889522,1.3699691192012529
8201,101.21847226598962,1.3619382041087107
8251,97.44076837439714,1.486262203872538
8301,95.07777404135024,1.4865064467756282
8351,91.06612685997979,1.569072468785935
8401,87.23429057100566,1.6527846667962407
8451,83.4116801501015,1.7369350448065461
8501,79.60004883439207,1.8214436028168512
8551,75.79170018845973,1.907424880827155
8601,71.9837213207715,1.9946472428374573
8651,68.17321762414551,2.078485984847747
8701,64.37613617483161,2.1641490828580316
8751,60.618273364498805,2.249692180868317
8801,56.851468709489716,2.332321474878605
8851,53.12230775419863,2.4177845728888907
8901,49.4015092569785,2.5028913108991753
8951,45.67904209188626,2.5901936729094586
9001,41.95674445302687,2.673825870919746
9051,38.22953179881368,2.754935900930035
9101,34.51061305928889,2.840175726940321
9151,30.786984021681103,2.924621012950607
9201,27.177322426145658,3.008508118960894
9251,23.581682089812226,3.0919337729711813
9301,19.976976859128047,3.177293598981467
9351,16.380572015669095,3.2590083529917555
9401,12.778993917838152,3.343333639002042
9451,9.867018615715823,3.3711780788101016
9501,9.367018615715834,3.20160803881026
9551,8.867018615715844,3.0325776308104193
9601,198.55701861571583,2.864710126810577
9651,488.357018615716,2.692464462810739
9701,487.85701861571647,2.5228609668108986
9751,487.3570186157169,2.35105348281106
9801,483.2433510805614,2.427721872532694
9851,479.01161037187717,2.5519109642965137
9901,475.10535170429335,2.6771662320603324
9951,471.43494194663435,2.80220841182415
10001,467.83630047944706,2.92533969158797
10051,464.2672329097965,3.007178996346965
10101,460.7318969018449,3.0559520541646457
10151,457.2121830874395,3.105168751982324
10201,454.71728325066516,3.0772196435072927
10251,450.8590862587677,3.0571360422891245
10301,447.03075133174366,3.0252178042251265
10351,443.2169722339182,2.9930541661611296
10401,439.46731308655797,2.9599683280971374
10451,435.7454751174927,2.928121990033139
10501,432.1308368009886,2.8948842519691476
10551,428.5134817409323,2.864074713905144
10601,424.9204874378712,2.8314072758411495
10651,421.34749926425076,2.797361937777162
10701,417.77859223546966,2.765006399713166
10751,414.21865963773064,2.7342022616491626
10801,410.6626221151297,2.70118832358517
10851,407.0963111437375,2.668638185521175
10901,403.5633092359397,2.63806054745717
10951,400.02039713264156,2.6050093093931777
11001,396.49795475106623,2.571998071329185
11051,392.96105310925884,2.5407755332651836
11101,389.42953982930555,2.5076096952011917
11151,385.8962189600418,2.4755660571371942
11201,382.357359054618,2.4429786190731995
11251,378.8196886918657,2.4130247810091916
11301,375.285412574521,2.3795524429452013
11351,371.7435401175615,2.347695304881203
11401,368.21023715806933,2.316344666817202
11451,364.6750377302564,2.284381028753204
11501,361.1271901035722,2.2535341906892006
11551,357.6200060177304,2.222532752625198
11601,354.13881915589025,2.1905345145612003
11651,350.6416450207294,2.155862676497216
11701,347.15231495952435,2.1247947384332138
11751,343.6596231399441,2.0935214003692124
11801,340.1644627168245,2.062053462305212
11851,336.67208097912805,2.031137424241209
11901,333.2993253415663,1.999826786177205
11951,329.9356632493665,1.9662798481129298
12001,326.57054491763705,1.934548110048656
12051,323.22005459839704,1.9044715719843832
12101,319.8548711791208,1.8712365339201082
12151,316.4880224086274,1.8387717958558338
12201,313.14134247680136,1.8080903577915608
12251,309.78877950297147,1.7762467197272869
12301,306.4654367760403,1.7452079816630135
12351,303.22860371765523,1.715222243598741
12401,299.9912068818566,1.6840689055344675
12451,296.74660550521975,1.6517560674701932
12501,293.5127000471837,1.618358329405918
12551,290.2729006274434,1.5880871913416452
12601,287.0451579421652,1.5550813532773704
12651,283.81013541600413,1.5228485152130962
12701,280.5709947962764,1.4912740771488224
