time,mc energy,min energy
1,500,9.99863891600001
51,500,9.923534572000554
101,500,9.850756036001085
151,500,9.779098584001606
201,500,9.706806592002136
251,500,9.632618608002677
301,500,9.557674264003222
351,500,9.481815380003775
401,500,9.41060265200429
451,500,9.33769575200482
501,500,9.266977932005334
551,500,9.191668864005885
601,500,9.119440144006415
651,500,9.047736148006939
701,500,8.975315792007468
751,500,8.90658050800797
801,500,8.832232524008509
851,500,8.757328180009054
901,500,8.68110275200961
951,500,8.603204604010173
1001,500,8.527394084010728
1051,500,8.454590456011257
1101,500,8.381388648011788
1151,500,8.306587576012332
1201,500,8.228746156012898
1251,500,8.155807620013428
1301,500,8.079550556013984
1351,500,8.005274208014523
1401,500,7.930911316014201
1451,500,7.857622964013818
1501,500,7.784022976013434
1551,500,7.7080524560130375
1601,500,7.6339044720126505
1651,500,7.559859760012264
1701,500,7.4877324920118875
1751,500,7.414189232011504
1801,500,7.3400245200111165
1851,500,7.266226352010731
1901,500,7.193789268010353
1951,500,7.119712920009967
2001,500,7.045986388009582
2051,500,6.975053660009212
2101,500,6.905045656008847
2151,500,6.832410392008468
2201,500,6.759806764008089
2251,500,6.686756592007708
2301,500,6.615147504007334
2351,500,6.540068252006942
2401,500,6.468284256006568
2451,500,6.392711916006173
2501,500,6.32302863600581
2551,500,6.245808668005407
2601,500,6.173339948005029
2651,500,6.09890542000464
2701,500,6.02417598400425
2751,500,5.954374524003886
2801,500,5.881699260003507
2851,500,5.8128905200031475
2901,500,5.739665440002765
2951,500,5.668772712002395
3001,500,5.593375280002002
3051,500,5.522410916001632
3101,500,5.451094916001259
3151,500,5.3783163800008795
3201,500,5.3008815040004755
3251,500,5.2292007800001015
3301,500,5.159336047999737
3351,500,5.087918595999365
3401,500,5.016859323998994
3451,500,4.939232811998589
3501,500,4.8630557479981915
3551,500,4.787616495997797
3601,500,4.711351067997399
3651,500,4.638285987997018
3701,500,4.564885999996635
3751,500,4.4874176679962305
3801,500,4.413874407995847
3851,500,4.340640963995464
3901,500,4.270464595995098
3951,500,4.195640251994708
4001,500,4.1238962559943335
4051,500,4.047304283993934
4101,499.83000000000015,3.974159203993711
4151,499.3300000000006,3.901380667993779
4201,498.83000000000106,3.8272010479938485
4251,494.5924989755006,3.9851473044495695
4301,489.7084330529469,4.202641008212858
4351,484.9686499481903,4.424377963976132
4401,480.323217291666,4.644324019739396
4451,475.90878726695587,4.869149687502686
4501,471.57132724159567,5.090593555265959
4551,467.3063558519178,5.292267104180692
4601,463.1741334325279,5.291873097517139
4651,459.1771859033817,5.2883334428535855
4701,455.2459892054931,5.284579312190032
4751,451.5590937313843,5.282826957526479
4801,447.93516033035496,5.281074602862925
4851,444.3814682316546,5.281609992199372
4901,440.913645266462,5.277712877535818
4951,437.5736544963487,5.279463630872265
5001,434.2516444581604,5.280142004208712
5051,430.96075797352376,5.278461141545159
5101,427.8156807650266,5.276708786881605
5151,424.8062578086961,5.276672240218052
5201,421.92273612383167,5.274562425554499
5251,419.1073451652799,5.274025434890945
5301,416.3088233452101,5.270914732227392
5351,413.5530230799238,5.266946125563838
5401,410.83596531514115,5.263978406900285
5451,408.13345647244296,5.260796212236731
5501,405.4359664222467,5.259758777573178
5551,402.7469085061886,5.2567195669096245
5601,400.13378380474956,5.256182576246071
5651,397.75485038662225,5.252928889582518
5701,395.3927619760446,5.250318630918964
5751,393.0554399972969,5.249209704255411
5801,390.7591776911672,5.2477433175918575
5851,388.5115674213854,5.249422578928304
5901,386.2466453398587,5.245382480264751
5951,383.997422483532,5.246489805601198
6001,381.830165474843,5.245094910937644
6051,379.7255716166869,5.240625860274091
6101,377.625248654683,5.236085317610537
6151,375.5386200677815,5.235262358946984
6201,373.4613544008731,5.23107927628343
6251,371.4354938162051,5.229112445619877
6301,369.4143262022408,5.227503074956323
6351,367.4060934201723,5.22453535629277
6401,365.436833112858,5.2234264296292165
