time,mc energy,min energy
1,500,9.998392372000012
51,500,9.926703284000533
101,500,9.853509840001065
151,500,9.7802298520016
201,500,9.706018596002142
251,500,9.630916072002691
301,500,9.556696452003232
351,500,9.481672108003776
401,500,9.409266660004302
451,500,9.33393250000485
501,500,9.263134680005365
551,500,9.189026696005905
601,500,9.113620900006454
651,500,9.042115084006975
701,500,8.971047448007493
751,500,8.895251836008045
801,500,8.823737656008564
851,500,8.752311840009085
901,500,8.67996966400961
951,500,8.60956166001012
1001,500,8.534474044010667
1051,500,8.462698412011191
1101,500,8.389100244011729
1151,500,8.314227536012273
1201,500,8.240446096012812
1251,500,8.166234840013354
1301,500,8.093616304013887
1351,500,8.023846480014397
1401,500,7.947747596014298
1451,500,7.874960696013918
1501,500,7.797740728013515
1551,500,7.724102560013131
1601,500,7.652246928012756
1651,500,7.580071296012379
1701,500,7.507316032012
1751,500,7.433517864011614
1801,500,7.357315708011217
1851,500,7.2843288080108355
1901,500,7.212934628010463
1951,500,7.136652472010065
2001,500,7.061575040009673
2051,500,6.987681964009288
2101,500,6.911877988008892
2151,500,6.837076916008502
2201,500,6.765101284008126
2251,500,6.69501982400776
2301,500,6.619502392007366
2351,500,6.5452511360069785
2401,500,6.476069308006617
2451,500,6.401474780006228
2501,500,6.328386428005847
2551,500,6.255041348005464
2601,500,6.1839988040050935
2651,500,6.111155176004713
2701,500,6.037531916004329
2751,500,5.964576652003948
2801,500,5.889520672003556
2851,500,5.81357342400316
2901,500,5.738397444002767
2951,500,5.665490544002386
3001,500,5.58955166000199
3051,500,5.51668476000161
3101,500,5.439528064001207
3151,500,5.365913168000823
3201,500,5.28677393600041
3251,500,5.214415032000032
3301,500,5.1373299719996295
3351,500,5.0641448919992476
3401,500,4.990473267998863
3451,500,4.914772563998468
3501,500,4.844031471998099
3551,500,4.768219131997703
3601,500,4.69494568799732
3651,500,4.619390075996926
3701,500,4.548044259996554
3751,500,4.478464251996191
3801,500,4.401912279995791
3851,500,4.324039223995385
3901,500,4.247917067994988
3951,500,4.174651987994605
4001,500,4.101068727994221
4051,500,4.029109823993846
4101,499.71000000000026,3.9561712879937354
4151,499.2100000000007,3.8829378439938047
4201,498.60402582351196,3.8146274937491476
4251,493.4052541383342,4.035759725512796
4301,488.5491825808681,4.255817417276061
4351,483.8502926368937,4.479385273039345
4401,479.2593195835912,4.700509140802615
4451,474.8754945934175,4.922214460565889
